# index, _pos
658,"array([-5.66883052, -6.5062306 ])"
659,"array([-5.66481235, -6.57723685])"
660,"array([-5.64496132, -6.57938352])"
661,"array([-5.6556498 , -6.54550328])"
662,"array([-5.67119972, -6.56506505])"
663,"array([-5.6275274 , -6.66266468])"
664,"array([-5.70760557, -6.67583802])"
665,"array([-5.54252531, -6.53166358])"
666,"array([-5.56784272, -6.50070527])"
667,"array([-5.816375  , -6.58879095])"
668,"array([-5.67816412, -6.60435289])"
669,"array([-5.62679681, -6.56304633])"
670,"array([-5.68482613, -6.59514163])"
671,"array([-5.54149801, -6.53095505])"
672,"array([-5.46626628, -6.53294062])"
673,"array([-5.5993646 , -6.38232595])"
674,"array([-5.59284038, -6.54810717])"
675,"array([-5.5272943 , -6.52418767])"
676,"array([-5.50975688, -6.53636703])"
677,"array([-5.68265845, -6.62837137])"
678,"array([-5.67390664, -6.69041158])"
679,"array([-5.61722743, -6.52698044])"
680,"array([-5.64487188, -6.57504241])"
681,"array([-5.62886677, -6.66847209])"
682,"array([-5.67440752, -6.65842218])"
683,"array([-5.56037577, -6.54508153])"
684,"array([-5.5955397 , -6.49303169])"
685,"array([-5.73335492, -6.61693265])"
686,"array([-5.82467199, -6.54093747])"
687,"array([-5.68265218, -6.58281864])"
688,"array([-5.6839811 , -6.66139036])"
689,"array([-5.48611824, -6.58165982])"
690,"array([-5.48283668, -6.58166851])"
691,"array([-5.60070446, -6.52147992])"
692,"array([-5.53291106, -6.50515005])"
693,"array([-5.58739931, -6.55616871])"
694,"array([-5.61061206, -6.51149048])"
695,"array([-5.52265856, -6.51398823])"
696,"array([-5.45445763, -6.50953543])"
697,"array([-5.58085444, -6.49476043])"
698,"array([-5.60804866, -6.50329718])"
699,"array([-5.67599865, -6.63810181])"
700,"array([-5.68863879, -6.63621101])"
701,"array([-5.66574279, -6.44148959])"
702,"array([-5.63676292, -6.48182934])"
703,"array([-5.7407187 , -6.70613835])"
704,"array([-5.71281507, -6.63028305])"
705,"array([-5.74126455, -6.47274936])"
706,"array([-5.66690142, -6.55626171])"
707,"array([-5.67128229, -6.55704307])"
708,"array([-5.66723485, -6.6278224 ])"
709,"array([-5.53032759, -6.55366529])"
710,"array([-5.65562924, -6.59366293])"
711,"array([-5.60212936, -6.53370283])"
712,"array([-5.5989836, -6.6403952])"
713,"array([-5.54516951, -6.52704395])"
714,"array([-5.50991495, -6.53345229])"
715,"array([-5.76758921, -6.62066552])"
716,"array([-5.69440393, -6.6218877 ])"
717,"array([-5.66628374, -6.53013267])"
718,"array([-5.61050344, -6.50047485])"
719,"array([-5.68391518, -6.62829841])"
720,"array([-5.70134785, -6.58961297])"
721,"array([-5.52968323, -6.5656582 ])"
722,"array([-5.45940007, -6.52135299])"
723,"array([-5.68980149, -6.66588085])"
724,"array([-5.66868426, -6.64182205])"
725,"array([-5.7162204 , -6.54577434])"
726,"array([-5.71834031, -6.59420677])"
727,"array([-5.54654957, -6.52449579])"
728,"array([-5.59127517, -6.59922297])"
729,"array([-5.66447629, -6.57962134])"
730,"array([-5.67548095, -6.54959808])"
731,"array([-5.77591111, -6.60228409])"
732,"array([-5.67923363, -6.57198554])"
733,"array([-5.62156953, -6.53228065])"
734,"array([-5.51716854, -6.46592174])"
735,"array([-5.59519085, -6.52948465])"
736,"array([-5.59361973, -6.47385742])"
737,"array([-5.54412919, -6.52452291])"
738,"array([-5.60319873, -6.4974996 ])"
739,"array([-5.74003877, -6.53823794])"
740,"array([-5.67829682, -6.54483844])"
741,"array([-5.7366806, -6.7123585])"
742,"array([-5.67029399, -6.57674944])"
743,"array([-5.67752943, -6.5565455 ])"
744,"array([-5.52542276, -6.52212466])"
745,"array([-5.4662718, -6.5373993])"
746,"array([-5.69885221, -6.60416598])"
747,"array([-5.62086296, -6.60344058])"
748,"array([-5.59084338, -6.4927935 ])"
749,"array([-5.59678704, -6.5786386 ])"
750,"array([-5.66558145, -6.58233783])"
751,"array([-5.69347283, -6.5379801 ])"
752,"array([-5.62594241, -6.55493184])"
753,"array([-5.64420243, -6.53467376])"
754,"array([-5.62780576, -6.45983164])"
755,"array([-5.67605296, -6.49561143])"
756,"array([-5.59286442, -6.6324501 ])"
757,"array([-5.64830131, -6.61416284])"
758,"array([-5.61382186, -6.56785771])"
759,"array([-5.67968272, -6.67151069])"
760,"array([-5.54451363, -6.55275806])"
761,"array([-5.65432604, -6.59791756])"
762,"array([-5.65045795, -6.5360214 ])"
763,"array([-5.69524792, -6.59037039])"
764,"array([-5.69561907, -6.54452432])"
765,"array([-5.68783162, -6.54231239])"
766,"array([-5.70327687, -6.50430331])"
767,"array([-5.6417717 , -6.51115378])"
768,"array([-5.53875478, -6.45535208])"
769,"array([-5.58675837, -6.45612636])"
770,"array([-5.64859317, -6.6219459 ])"
771,"array([-5.67468724, -6.54502888])"
772,"array([-5.62539091, -6.5661637 ])"
773,"array([-5.57173631, -6.56474716])"
774,"array([-5.55020213, -6.55113212])"
775,"array([-5.62962872, -6.62403349])"
776,"array([-5.51458519, -6.51050499])"
777,"array([-5.47230291, -6.35364821])"
778,"array([-5.57337884, -6.48044329])"
779,"array([-5.68561947, -6.69664757])"
780,"array([-5.65770715, -6.63614208])"
781,"array([-5.67738832, -6.62697622])"
782,"array([-5.65655394, -6.54371642])"
783,"array([-5.58163036, -6.55777334])"
784,"array([-5.63353683, -6.62726443])"
785,"array([-5.68060947, -6.56542354])"
786,"array([-5.60321698, -6.47936688])"
787,"array([-5.71758705, -6.63704326])"
788,"array([-5.70446413, -6.64867009])"
789,"array([-5.68605612, -6.49292173])"
790,"array([-5.60090361, -6.56442757])"
791,"array([-5.62048794, -6.54441468])"
792,"array([-5.64576871, -6.57540965])"
793,"array([-5.63938559, -6.54561569])"
794,"array([-5.51395209, -6.48885805])"
795,"array([-5.55853137, -6.50649223])"
796,"array([-5.68050508, -6.60142629])"
797,"array([-5.65877486, -6.60479254])"
798,"array([-5.53795323, -6.56940531])"
799,"array([-5.65960561, -6.51041458])"
800,"array([-5.67859619, -6.61797891])"
801,"array([-5.68172059, -6.60582853])"
802,"array([-5.70440971, -6.62706712])"
803,"array([-5.68310371, -6.47634222])"
804,"array([-5.71217652, -6.5786101 ])"
805,"array([-5.68525322, -6.69928972])"
806,"array([-5.65151915, -6.56057717])"
807,"array([-5.58412277, -6.50538134])"
808,"array([-5.57438224, -6.43298659])"
809,"array([-5.61509331, -6.52744278])"
810,"array([-5.57639841, -6.56314596])"
811,"array([-5.74435732, -6.47153283])"
812,"array([-5.65545572, -6.52949564])"
813,"array([-5.59837576, -6.59346173])"
814,"array([-5.54101226, -6.51068406])"
815,"array([-5.73073404, -6.6332378 ])"
816,"array([-5.65202123, -6.59775687])"
817,"array([-5.70729426, -6.5773191 ])"
818,"array([-5.70995076, -6.57092144])"
819,"array([-5.72727659, -6.67918183])"
820,"array([-5.70674269, -6.63689026])"
821,"array([-5.56532436, -6.48015648])"
822,"array([-5.5057861 , -6.47013842])"
823,"array([-5.61230275, -6.55918316])"
824,"array([-5.64677141, -6.6410823 ])"
825,"array([-5.52001073, -6.41685871])"
826,"array([-5.5490976 , -6.50308713])"
827,"array([-5.5456041 , -6.49567293])"
828,"array([-5.67382074, -6.60741897])"
829,"array([-5.66993636, -6.58810122])"
830,"array([-5.64648283, -6.60293522])"
831,"array([-5.6883412 , -6.63345545])"
832,"array([-5.60800819, -6.44826305])"
833,"array([-5.59667582, -6.46223589])"
834,"array([-5.60334963, -6.50436861])"
835,"array([-5.55634116, -6.52566925])"
836,"array([-5.71345026, -6.57799425])"
837,"array([-5.65498481, -6.63173327])"
838,"array([-5.56757503, -6.53409078])"
839,"array([-5.48022085, -6.54521097])"
840,"array([-5.65608749, -6.66605865])"
841,"array([-5.71289852, -6.65767923])"
842,"array([-5.61001507, -6.4241388 ])"
843,"array([-5.66489095, -6.56283824])"
844,"array([-5.66852893, -6.56067005])"
845,"array([-5.62169191, -6.57629881])"
846,"array([-5.60103904, -6.45734214])"
847,"array([-5.61010746, -6.59253337])"
848,"array([-5.62070442, -6.58035925])"
849,"array([-5.69234298, -6.58681664])"
850,"array([-5.54741107, -6.50709466])"
851,"array([-5.80263669, -6.58859421])"
852,"array([-5.71270602, -6.59300983])"
853,"array([-5.62802126, -6.56483429])"
854,"array([-5.68398967, -6.68913729])"
855,"array([-5.61434238, -6.61257996])"
856,"array([-5.69629568, -6.61104648])"
857,"array([-5.65221348, -6.55609432])"
858,"array([-5.57980428, -6.53627972])"
859,"array([-5.65658774, -6.57572853])"
860,"array([-5.61340243, -6.49938218])"
861,"array([-5.66855675, -6.65850306])"
862,"array([-5.69353192, -6.55844689])"
863,"array([-5.74216448, -6.71392447])"
864,"array([-5.66120611, -6.6869822 ])"
865,"array([-5.64394286, -6.59335699])"
866,"array([-5.65184777, -6.58482601])"
867,"array([-5.63274887, -6.51692653])"
868,"array([-5.69596362, -6.57090766])"
869,"array([-5.64710077, -6.57649119])"
870,"array([-5.67344247, -6.62949605])"
871,"array([-5.61718607, -6.59704602])"
872,"array([-5.60188904, -6.5215859 ])"
873,"array([-5.706264  , -6.61867518])"
874,"array([-5.76751461, -6.67879485])"
875,"array([-5.68524144, -6.5926083 ])"
876,"array([-5.57985842, -6.62405154])"
877,"array([-5.64435887, -6.33340337])"
878,"array([-5.65893539, -6.48255161])"
879,"array([-5.57787453, -6.50629437])"
880,"array([-5.61202193, -6.5178243 ])"
881,"array([-5.67019408, -6.53657966])"
882,"array([-5.6671298 , -6.50732356])"
883,"array([-5.68855003, -6.53052462])"
884,"array([-5.65206121, -6.50903542])"
885,"array([-5.67221187, -6.57581904])"
886,"array([-5.64963763, -6.61102084])"
887,"array([-5.81331681, -6.61634995])"
888,"array([-5.66326038, -6.60355471])"
889,"array([-5.60156122, -6.53899609])"
890,"array([-5.56187368, -6.50526663])"
891,"array([-5.58680834, -6.53443483])"
892,"array([-5.64901933, -6.45552386])"
893,"array([-5.6238521 , -6.59593793])"
894,"array([-5.69431989, -6.61794183])"
895,"array([-5.57620507, -6.48536321])"
896,"array([-5.59432778, -6.4835024 ])"
897,"array([-5.57968224, -6.52382846])"
898,"array([-5.52590897, -6.53506064])"
899,"array([-5.53753555, -6.51081175])"
900,"array([-5.88584826, -6.47296418])"
901,"array([-5.69196905, -6.57018984])"
902,"array([-5.64445652, -6.54978845])"
903,"array([-5.6753524 , -6.62815187])"
904,"array([-5.57595754, -6.59817031])"
905,"array([-5.53363671, -6.52123488])"
906,"array([-5.72055416, -6.62993766])"
907,"array([-5.69062632, -6.6115407 ])"
908,"array([-5.61928108, -6.53171792])"
909,"array([-5.67513893, -6.5058226 ])"
910,"array([-5.68408074, -6.66797242])"
911,"array([-5.61498952, -6.56107826])"
912,"array([-5.62002437, -6.50629243])"
913,"array([-5.53388268, -6.52278116])"
914,"array([-5.56138008, -6.49051857])"
915,"array([-5.55420361, -6.53545828])"
916,"array([-5.56615929, -6.49937762])"
917,"array([-5.61828831, -6.51581472])"
918,"array([-5.56179757, -6.56073098])"
919,"array([-5.71796844, -6.59992427])"
920,"array([-5.63898006, -6.66060873])"
921,"array([-5.67071401, -6.58034891])"
922,"array([-5.67328243, -6.65262469])"
923,"array([-5.64300776, -6.53293599])"
924,"array([-5.70082835, -6.56680173])"
925,"array([-5.72147043, -6.58413776])"
926,"array([-5.69402508, -6.56770895])"
927,"array([-5.68281394, -6.61310829])"
928,"array([-5.67666135, -6.56331328])"
929,"array([-5.58960497, -6.5457264 ])"
930,"array([-5.74432194, -6.48368859])"
931,"array([-5.66661831, -6.58013798])"
932,"array([-5.7027858 , -6.62941852])"
933,"array([-5.65325174, -6.54529269])"
934,"array([-5.67511582, -6.63708357])"
935,"array([-5.67942797, -6.64265545])"
936,"array([-5.67333025, -6.52562785])"
937,"array([-5.64134485, -6.51819449])"
938,"array([-5.59898996, -6.57359702])"
939,"array([-5.58311766, -6.42461824])"
940,"array([-5.66412429, -6.48645644])"
941,"array([-5.64830272, -6.55400699])"
942,"array([-5.64997905, -6.52091555])"
943,"array([-5.63334318, -6.57341162])"
944,"array([-5.60206267, -6.50869422])"
945,"array([-5.62330613, -6.56380334])"
946,"array([-5.57560903, -6.51881913])"
947,"array([-5.69028263, -6.44814101])"
948,"array([-5.56898135, -6.48159218])"
949,"array([-5.66598279, -6.55003008])"
950,"array([-5.61942546, -6.57900195])"
951,"array([-5.68640353, -6.52567724])"
952,"array([-5.64815833, -6.52843846])"
953,"array([-5.52962399, -6.54529198])"
954,"array([-5.57448266, -6.5102002 ])"
955,"array([-5.68582972, -6.61037083])"
956,"array([-5.61295688, -6.5673216 ])"
957,"array([-5.49347526, -6.56767599])"
958,"array([-5.58910748, -6.59087964])"
959,"array([-5.60839146, -6.54970901])"
960,"array([-5.56524948, -6.51014362])"
961,"array([-5.5773273 , -6.48433899])"
962,"array([-5.67842502, -6.55988169])"
963,"array([-5.64749684, -6.52511628])"
964,"array([-5.6222827 , -6.55045973])"
965,"array([-5.67013589, -6.60590769])"
966,"array([-5.70935009, -6.64017124])"
967,"array([-5.66272583, -6.52332741])"
968,"array([-5.65199087, -6.48746696])"
969,"array([-5.61437998, -6.54694824])"
970,"array([-5.54170215, -6.53981934])"
971,"array([-5.66693354, -6.78058322])"
972,"array([-5.70972962, -6.6185923 ])"
973,"array([-5.54015693, -6.51760991])"
974,"array([-5.4223905 , -6.51865631])"
975,"array([-5.64112648, -6.54991244])"
976,"array([-5.64105958, -6.53849347])"
977,"array([-5.39675617, -6.53561064])"
978,"array([-5.55371286, -6.48097373])"
979,"array([-5.67910806, -6.43798106])"
980,"array([-5.650436  , -6.56853244])"
981,"array([-5.68710491, -6.59196363])"
982,"array([-5.69372116, -6.61594656])"
983,"array([-5.64182379, -6.52014718])"
984,"array([-5.64269595, -6.47562939])"
985,"array([-5.62093854, -6.58976245])"
986,"array([-5.64022716, -6.51537783])"
987,"array([-5.59548907, -6.63306999])"
988,"array([-5.66233946, -6.56487302])"
989,"array([-5.72433113, -6.56206496])"
990,"array([-5.68297269, -6.57725341])"
991,"array([-5.60348589, -6.61293943])"
992,"array([-5.69567849, -6.58328015])"
993,"array([-5.58647934, -6.54163858])"
994,"array([-5.64245836, -6.55012702])"
995,"array([-5.59473688, -6.57755232])"
996,"array([-5.64450169, -6.55578819])"
997,"array([-5.68516978, -6.59735738])"
998,"array([-5.65917067, -6.62545353])"
999,"array([-5.61520517, -6.61263664])"
1000,"array([-5.43372043, -6.43319159])"
1001,"array([-5.49640236, -6.52408183])"
1002,"array([-5.63873938, -6.52302123])"
1003,"array([-5.6138485 , -6.59647687])"
1004,"array([-5.57921178, -6.56112067])"
1005,"array([-5.47876639, -6.51605883])"
1006,"array([-5.82747393, -6.64094455])"
1007,"array([-5.71706872, -6.66642028])"
1008,"array([-5.67508481, -6.58368963])"
1009,"array([-5.87377176, -6.61485441])"
1010,"array([-5.67283732, -6.61901583])"
1011,"array([-5.597531, -6.432338])"
1012,"array([-5.59061548, -6.50531801])"
1013,"array([-5.63979804, -6.65854828])"
1014,"array([-5.6700564 , -6.60762962])"
1015,"array([-5.60049052, -6.52906523])"
1016,"array([-5.57641177, -6.54969178])"
1017,"array([-5.65495214, -6.60942697])"
1018,"array([-5.69575483, -6.49441205])"
1019,"array([-5.63050085, -6.54200579])"
1020,"array([-5.56731559, -6.5210401 ])"
1021,"array([-5.71579408, -6.58679005])"
1022,"array([-5.68204785, -6.60975034])"
1023,"array([-5.64600183, -6.62597073])"
1024,"array([-5.67514391, -6.61358486])"
1025,"array([-5.71191896, -6.60804609])"
1026,"array([-5.57432828, -6.53949076])"
1027,"array([-5.57219522, -6.48036017])"
1028,"array([-5.61233244, -6.53668848])"
1029,"array([-5.68158079, -6.61308438])"
1030,"array([-5.57598534, -6.49339721])"
1031,"array([-5.62089784, -6.46111622])"
1032,"array([-5.6228986 , -6.49686691])"
1033,"array([-5.65431229, -6.52926966])"
1034,"array([-5.58818769, -6.4637212 ])"
1035,"array([-5.61314733, -6.44563546])"
1036,"array([-5.63943247, -6.51444786])"
1037,"array([-5.65172638, -6.56183893])"
1038,"array([-5.63368659, -6.63190177])"
1039,"array([-5.63803592, -6.62184871])"
1040,"array([-5.73899874, -6.52662383])"
1041,"array([-5.70383013, -6.56504795])"
1042,"array([-5.53569323, -6.56267377])"
1043,"array([-5.58779043, -6.62015818])"
1044,"array([-5.6165998 , -6.54707043])"
1045,"array([-5.5438014 , -6.44146256])"
1046,"array([-5.62195784, -6.47361353])"
1047,"array([-5.59702115, -6.5388834 ])"
1048,"array([-5.6122395 , -6.53418891])"
1049,"array([-5.61789824, -6.51782257])"
1050,"array([-5.73495258, -6.70860856])"
1051,"array([-5.67975564, -6.6305776 ])"
1052,"array([-5.6203163 , -6.51942866])"
1053,"array([-5.64292213, -6.53765728])"
1054,"array([-5.64421602, -6.56584939])"
1055,"array([-5.64297303, -6.62136862])"
1056,"array([-5.62823395, -6.52189957])"
1057,"array([-5.6148546 , -6.51037477])"
1058,"array([-5.58769499, -6.45714241])"
1059,"array([-5.60948928, -6.4920044 ])"
1060,"array([-5.66747135, -6.55211478])"
1061,"array([-5.66976343, -6.64363589])"
1062,"array([-5.7784655 , -6.46459249])"
1063,"array([-5.66393421, -6.53038956])"
1064,"array([-5.68817051, -6.66415795])"
1065,"array([-5.66913902, -6.6498577 ])"
1066,"array([-5.57542303, -6.54719906])"
1067,"array([-5.47882308, -6.53221408])"
1068,"array([-5.60812495, -6.60720507])"
1069,"array([-5.67772292, -6.61526331])"
1070,"array([-5.65839201, -6.55612083])"
1071,"array([-5.66994031, -6.61194255])"
1072,"array([-5.71772315, -6.60845088])"
1073,"array([-5.66030522, -6.58255667])"
1074,"array([-5.63383011, -6.53369151])"
1075,"array([-5.59560811, -6.48977172])"
1076,"array([-5.70958106, -6.60662611])"
1077,"array([-5.65176302, -6.64709817])"
1078,"array([-5.64857799, -6.60716995])"
1079,"array([-5.70076398, -6.66892373])"
1080,"array([-5.62269497, -6.53204228])"
1081,"array([-5.56478526, -6.49917731])"
1082,"array([-5.75748918, -6.63333249])"
1083,"array([-5.62611056, -6.63778147])"
1084,"array([-5.59288985, -6.5541886 ])"
1085,"array([-5.52320701, -6.52968559])"
1086,"array([-5.68857118, -6.6279768 ])"
1087,"array([-5.70309474, -6.62369806])"
1088,"array([-5.61844499, -6.56339945])"
1089,"array([-5.67732978, -6.61309411])"
1090,"array([-5.64175281, -6.58297312])"
1091,"array([-5.70574138, -6.51787639])"
1092,"array([-5.5892465 , -6.50704019])"
1093,"array([-5.61763033, -6.54847721])"
1094,"array([-5.59999832, -6.47998824])"
1095,"array([-5.57021712, -6.59277611])"
1096,"array([-5.51473957, -6.52303897])"
1097,"array([-5.71612192, -6.63364382])"
1098,"array([-5.68968524, -6.611595  ])"
